window_index,start_time_sec,end_time_sec,rms_energy,zero_crossing_rate,spectral_centroid_hz,spectral_rolloff_hz,band_energy_0_500,band_energy_500_2000,band_energy_2000_5000,band_energy_5000_10000
236,11.8,11.9,6503.98878,0.015628,1462.02,1700.0,43141.897356,40623.441118,6573.332889,2365.876791
237,11.85,11.95,6253.443258,0.01792,954.08,1350.0,43461.974484,41378.053347,5120.87689,928.359505
238,11.9,12.0,6178.865787,0.016879,1280.39,1490.0,40805.079003,43691.25178,5429.300183,1768.290725
239,11.95,12.05,6800.762835,0.014795,1539.77,1750.0,47694.485538,42896.384431,6145.781155,2831.977046
240,12.0,12.1,7286.916814,0.01542,784.17,1240.0,48108.974563,41291.269074,4822.940953,543.34185
241,12.05,12.15,6818.452538,0.015628,1594.92,1760.0,42364.401234,41495.919687,5829.056797,2906.870386
242,12.1,12.2,6637.634107,0.017504,1155.36,1380.0,42099.545296,41743.061091,4837.881737,1457.068055
243,12.15,12.25,6262.155869,0.018337,722.01,1230.0,42107.060764,34373.365191,4499.411863,397.086964
244,12.2,12.3,6080.339243,0.01542,907.68,1270.0,37686.930197,32072.126056,3962.952226,672.66638
245,12.25,12.35,6188.416082,0.014586,986.58,1340.0,36039.926626,34251.324133,3921.742229,825.621802
246,12.3,12.4,5762.543358,0.019587,939.6,1420.0,36766.874281,41680.754046,4225.524708,710.11912
247,12.35,12.45,5986.369656,0.019796,1439.14,1610.0,34045.394596,44959.827216,5130.414593,1994.977314
248,12.4,12.5,6056.490673,0.015628,1195.95,1460.0,37200.344986,41651.67353,4948.352152,1449.630469
